wgt,female,age,educ,inc_q,emp_in,urbanicity,account_fin,account_mob,account,dig_account,borrowed,saved,receive_wages,receive_transfers,receive_pensions,receive_agriculture,merchantpay_dig,pay_utilities,domestic_remittances,anydigpayment,fin2,fin17a,fin17c,fin19,fin20,fin22a,fin22b,fin22d,fin22e,fin22f,fin24,fin24a,fin24b,fin24c,fh1,fh2,fh2a,fin30,fin32,fin37,fin38,fin42,fin45,internet_use,con1,con24
0.22125078,1,37,2,3,2,2,1,0,1,0,1,1,4,4,4,4,0,1,3,1,2,2,1,2,1,2,1,2,2,1,3,1,1,2,2,2,2,1,2,2,2,2,4,0,1,2
0.420046306,1,72,2,4,2,2,1,0,1,0,1,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,1,1,2,1,7,,1,2,2,2,2,2,2,2,2,2,3,0,1,2
1.217187901,1,60,1,1,2,2,1,0,1,0,1,0,4,1,4,4,0,4,3,1,2,2,2,2,2,2,2,2,2,1,4,1,4,2,2,2,2,2,2,1,2,2,4,0,2,2
1.199221987,1,23,2,2,1,1,1,0,1,0,1,1,4,1,4,4,0,2,3,1,2,2,1,2,2,1,2,1,2,1,4,1,1,2,2,2,2,1,2,1,2,2,4,0,2,2
0.20455597,1,91,2,4,2,2,1,0,1,1,0,0,4,4,1,4,0,2,3,1,1,2,2,2,2,2,2,2,2,2,9,,6,2,2,2,2,1,2,2,1,2,1,0,2,2
1.322055363,2,64,2,3,2,1,1,0,1,1,1,0,1,4,3,4,1,1,3,1,1,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,2,1,1,2,1,2,4,0,1,2
1.504416073,2,22,2,4,1,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,4,1,1,1
0.183241411,1,66,2,4,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,6,1,1,2,2,2,2,2,2,2,2,2,3,0,2,2
1.993462516,2,18,2,4,2,2,0,0,0,0,0,1,4,4,4,4,0,4,3,0,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,5,1,1,1
0.216061968,2,45,2,3,1,1,1,0,1,1,1,1,4,4,4,2,0,4,2,0,1,2,1,2,2,2,2,1,2,1,5,1,2,1,1,2,2,2,2,2,2,1,5,0,1,2
0.183241411,2,47,2,2,1,1,1,0,1,0,0,1,2,4,4,2,0,4,3,0,2,2,2,2,2,2,2,2,2,2,5,1,3,1,2,2,2,2,1,2,2,1,5,0,1,2
2.02878583,2,59,1,1,2,1,1,0,1,0,1,0,4,1,4,2,0,4,3,1,2,2,2,2,2,1,2,2,2,1,4,1,1,2,2,2,2,2,2,1,2,1,4,0,3,3
1.539419185,2,62,2,3,1,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,5,2,1,2,2,2,2,2,2,2,2,2,3,0,1,2
0.540776759,2,70,2,4,2,2,1,0,1,0,0,1,4,4,1,4,0,2,3,1,2,1,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,1,2,2,1,2,4,0,1,2
1.479407862,2,49,2,2,2,1,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,2,2,2,2,2,2,1,2,1,6,1,4,2,2,2,2,1,2,2,2,2,5,1,1,1
0.464580194,1,84,1,1,2,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,2,2,2,2,2,1,0,1,2
0.970106046,2,67,1,5,1,2,1,0,1,1,1,0,4,4,4,4,0,2,3,0,1,2,2,2,2,2,2,1,2,2,7,,4,2,2,2,2,1,2,2,2,2,3,0,2,2
0.898373878,1,28,2,5,2,2,1,0,1,1,1,1,4,4,4,4,1,4,1,1,1,2,1,2,2,2,1,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,3,1,1,1
1.858278212,2,15,2,4,2,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,5,1,1,2
0.731224419,1,37,2,3,2,1,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,4,0,2,2
0.611383703,2,70,2,4,1,1,1,0,1,0,0,0,4,4,4,4,0,2,3,0,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,1,2,2,2,2,3,0,1,2
0.183241411,1,72,2,5,2,2,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,7,,1,2,2,2,1,2,2,2,2,2,1,0,1,2
0.290029866,1,61,2,2,2,1,1,0,1,0,0,0,4,1,4,4,0,1,3,1,2,2,2,2,2,2,2,2,2,2,7,,3,2,2,2,2,1,2,1,2,2,1,0,1,2
0.349637445,1,62,2,1,1,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,3,1,4,1,2,2,2,2,2,2,2,2,1,0,1,2
0.706357391,2,48,1,5,1,1,1,0,1,1,0,1,4,4,4,4,0,1,2,0,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,0,1,2
0.850035711,1,36,2,5,2,1,1,0,1,1,1,1,1,4,4,4,1,4,1,1,1,2,1,2,2,2,2,1,2,2,4,3,2,1,2,1,2,2,1,2,2,2,4,1,1,1
0.19593565,1,73,2,5,1,1,1,0,1,1,0,1,4,4,4,2,0,4,3,0,1,1,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,6,0,1,2
0.597683112,1,55,2,4,2,2,1,0,1,1,1,0,4,4,4,2,0,1,2,1,1,2,2,2,2,2,2,2,2,1,5,1,3,2,2,1,2,1,2,2,2,1,4,1,1,1
0.197994954,1,65,1,1,2,2,1,0,1,0,1,0,4,3,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,1,8,,5,1,2,2,2,2,2,1,2,2,7,0,1,2
1.260454429,1,55,2,1,1,1,1,0,1,0,0,0,2,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,1,2,2,2,4,0,1,2
3.115103982,2,32,2,4,1,1,1,0,1,0,0,1,4,4,4,2,0,2,3,0,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1
3.115103982,2,15,2,4,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,7,,5,2,2,2,2,2,2,2,2,2,5,0,2,2
0.494978372,1,45,2,5,1,2,1,0,1,1,1,0,4,4,4,4,1,4,1,1,1,2,2,2,2,2,2,2,2,2,5,3,2,1,2,1,2,2,2,2,2,2,5,1,1,1
3.115103982,1,33,1,5,2,2,1,0,1,0,1,1,4,4,4,4,0,1,2,1,1,2,1,1,2,1,1,1,1,1,3,2,2,2,1,1,2,1,2,2,2,2,4,1,1,1
0.229340111,1,76,2,2,2,2,1,0,1,0,1,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,1,7,,6,2,2,2,2,2,2,2,2,2,3,0,2,2
0.420209667,2,70,2,1,2,2,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,6,1,4,2,2,2,2,2,2,2,2,2,4,0,1,2
0.929160389,1,67,1,5,2,1,1,0,1,0,0,1,4,4,4,4,0,4,3,0,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,7,0,1,2
0.183241411,2,87,1,5,2,2,1,0,1,0,0,1,4,4,1,4,0,4,3,1,2,1,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,1,2,6,0,2,2
0.474936433,1,48,1,5,2,2,1,0,1,0,1,0,4,4,4,4,0,2,3,0,1,2,2,2,2,2,1,2,2,1,5,1,5,2,2,2,1,1,2,2,2,2,4,0,1,2
1.445694989,2,64,1,5,2,2,1,0,1,1,0,0,1,4,4,4,1,4,3,1,1,2,2,2,2,2,2,2,2,2,9,,6,1,2,2,2,2,1,2,2,2,5,0,2,2
0.546558662,1,33,2,5,2,1,1,0,1,1,1,1,4,4,4,4,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,3,4,2,1,2,1,1,2,2,2,2,7,1,1,1
0.295451249,1,58,1,1,2,1,1,0,1,0,1,1,4,4,4,2,0,4,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,3,0,1,2
0.462353681,1,24,2,5,1,2,1,0,1,1,1,0,1,4,4,4,0,2,3,1,1,2,2,2,2,1,2,2,2,2,3,2,1,2,2,2,2,1,1,2,2,2,3,1,1,1
0.557448611,2,71,2,5,1,2,1,1,1,1,1,1,4,4,1,1,0,4,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,3,0,1,2
3.115103982,2,15,1,2,2,2,1,0,1,0,0,0,4,1,4,4,0,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,1,2,1
0.236884341,1,64,2,2,2,2,1,0,1,0,1,1,4,4,4,4,0,2,2,0,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,3,0,2,2
1.359719782,1,22,2,4,2,1,1,0,1,0,1,1,4,4,4,4,0,4,3,0,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,4,0,2,2
2.275605086,1,18,2,1,2,1,1,0,1,0,1,0,4,4,4,4,0,4,2,0,2,2,2,2,2,2,2,1,2,2,6,1,1,1,2,1,2,2,2,2,2,2,4,1,1,1
0.183241411,1,68,2,1,2,2,1,0,1,0,1,0,4,4,1,4,0,2,3,1,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,3,0,2,2
2.509635664,1,28,1,2,2,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,7,,5,2,2,2,2,2,2,2,2,2,8,0,1,2
1.879975056,2,64,1,1,1,1,1,0,1,0,1,0,4,4,4,4,0,2,3,0,2,2,2,2,2,2,2,1,2,2,3,2,4,2,2,2,2,1,2,2,2,2,1,0,1,2
0.863259438,2,75,1,3,1,2,1,0,1,1,0,1,4,2,4,4,0,4,3,0,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,3,0,1,2
0.275626762,2,73,1,2,2,1,1,0,1,0,0,1,4,1,4,4,0,4,3,1,1,1,2,2,2,2,2,2,2,2,8,,5,2,2,2,2,2,2,1,2,2,4,0,1,2
1.985994426,1,21,2,2,1,1,0,0,0,0,1,1,2,4,4,4,0,4,2,0,2,2,1,2,2,2,1,2,2,1,3,1,3,1,2,1,2,2,1,2,2,2,4,0,2,2
1.131763345,2,41,2,5,1,1,1,0,1,1,1,0,1,4,4,4,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,2,1,2,2,1,1,2,2,2,3,1,1,1
0.778880192,2,62,1,2,2,1,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,2,2,2,2,2,2,2,2,2,7,,4,1,2,2,2,1,2,2,2,2,3,0,2,2
1.230231887,2,60,1,2,1,2,1,0,1,0,1,0,2,3,4,4,0,1,3,1,2,2,2,2,2,2,1,2,1,2,8,,1,2,2,2,2,1,1,1,2,2,5,0,1,2
0.565288764,1,68,1,5,2,2,1,0,1,0,0,1,4,4,4,4,0,2,3,0,2,1,1,2,2,2,2,2,2,2,5,3,1,2,2,2,2,1,2,2,2,2,1,0,1,2
1.609232107,1,17,2,5,2,2,1,0,1,0,0,1,4,4,4,4,0,4,3,0,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,5,1,2,1
0.229340111,1,65,1,5,2,2,1,0,1,0,1,1,4,4,4,4,0,2,3,0,2,1,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,1,2,2,2,2,6,0,1,2
0.489488126,2,40,2,4,1,1,1,0,1,0,0,0,2,4,4,4,0,1,3,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,1,2,2,2,3,1,1,1
0.742064044,2,56,2,3,1,1,1,0,1,0,1,0,1,4,4,2,0,2,2,1,1,2,2,2,2,2,1,2,1,1,5,1,2,1,2,1,2,1,1,2,2,1,1,0,1,2
2.02212735,2,30,2,5,1,1,1,0,1,1,1,0,1,4,4,4,1,2,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,3,1,1,1
1.320999985,1,19,2,4,2,2,1,0,1,0,1,0,4,4,4,4,0,4,3,0,1,2,2,2,2,1,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,5,1,1,1
1.865633852,1,30,2,1,1,1,1,0,1,1,1,0,1,4,4,4,0,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,3,2,2,1,2,1,1,2,2,2,4,1,1,1
0.711900714,2,82,2,2,2,2,1,0,1,1,1,1,4,4,4,4,0,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,3,2,2,1,2,1,2,2,2,2,3,0,1,2
0.194047228,1,31,2,1,2,1,1,0,1,0,0,1,4,1,4,4,0,1,3,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,5,1,1,1
0.437023672,1,30,2,3,2,2,1,0,1,1,1,0,1,4,4,4,0,2,1,1,1,2,2,2,1,1,1,1,2,1,4,1,2,2,1,1,1,1,1,2,2,2,4,1,1,1
1.651249982,1,21,2,4,2,1,1,1,1,1,1,1,1,4,4,4,0,4,1,1,1,2,2,2,2,2,1,2,2,2,1,3,1,2,1,1,1,2,1,2,2,2,5,1,1,1
0.183241411,2,70,1,4,2,1,1,0,1,0,0,0,4,4,1,4,0,4,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,4,0,1,2
1.025880479,1,58,1,3,2,2,1,0,1,0,1,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,1,4,1,1,1,2,2,2,2,2,2,2,2,4,0,1,2
0.917360445,1,65,1,2,2,2,1,0,1,0,0,1,4,4,4,4,0,4,2,0,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,1,1,2
0.596537887,1,15,2,2,2,1,1,0,1,0,1,0,4,4,4,4,0,4,3,0,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,5,0,1,2
0.206705875,1,86,1,1,2,2,0,0,0,0,0,0,4,2,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,7,,4,2,2,2,2,2,2,1,2,2,3,0,2,2
1.015231348,1,49,2,5,1,1,1,0,1,0,1,1,1,4,4,4,0,1,3,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,0,1,2
0.183241411,2,85,1,1,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,7,0,1,2
0.400217395,1,19,2,2,2,1,1,0,1,0,0,1,4,1,4,4,0,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,5,1,1,1
1.227307706,2,20,2,5,1,2,1,0,1,1,1,1,1,4,4,4,1,1,2,1,1,1,2,1,2,2,1,2,2,2,3,3,3,2,2,1,1,1,1,2,2,2,2,1,1,1
0.565649222,1,33,2,1,2,2,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,4,0,2,2
0.677632528,1,69,1,2,2,1,1,0,1,0,0,0,4,1,4,3,0,2,3,1,2,2,2,2,2,2,2,2,2,2,8,,5,2,2,2,2,1,2,1,2,1,3,0,1,2
0.841514032,1,65,1,1,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,7,,6,2,2,2,2,2,2,2,2,2,4,0,2,2
0.224365561,1,72,2,5,1,2,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,5,2,5,2,2,2,2,2,2,2,2,2,3,0,1,2
0.804458223,2,55,1,3,1,1,1,0,1,0,1,0,2,2,4,4,0,4,3,0,2,2,2,2,2,2,2,2,1,1,4,1,2,1,2,2,2,2,1,1,2,2,2,0,1,2
0.9148121,2,50,2,3,2,1,1,1,1,1,0,0,4,4,4,2,1,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,2,2,1,2,1,1,1
0.73070886,1,18,2,1,1,2,1,0,1,0,0,1,4,4,4,4,0,4,3,0,2,1,1,2,2,2,2,2,2,2,8,,2,1,2,2,2,2,2,2,2,2,1,1,1,1
0.245621898,1,70,1,5,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,7,,5,2,2,2,2,2,2,2,2,2,7,0,2,2
1.442094307,2,49,2,4,1,1,1,0,1,0,0,0,4,4,4,4,0,2,3,0,2,2,2,2,2,2,2,2,2,2,5,1,3,2,2,2,2,1,2,2,2,2,1,0,1,2
0.230133642,2,22,2,5,2,2,1,0,1,1,0,0,4,4,4,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,5,2,3,2,1,2,2,1,2,2,2,2,4,1,1,1
0.185498545,1,18,2,2,1,1,1,0,1,0,1,1,4,4,4,4,0,1,3,1,1,1,2,2,2,1,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,4,1,1,1
2.423581443,1,48,2,3,2,2,1,0,1,0,0,0,4,4,4,4,0,4,2,0,1,2,2,2,2,2,2,2,2,2,1,1,3,2,2,1,1,2,2,2,2,2,4,0,1,2
1.406172769,2,52,2,5,1,1,1,0,1,0,1,0,4,4,4,4,0,4,3,0,2,2,2,1,2,2,2,2,2,1,8,,2,1,2,2,1,2,2,2,2,2,1,0,1,2
0.761704003,2,60,2,5,1,1,1,0,1,1,1,1,4,4,1,2,1,4,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,4,0,1,2
0.513865354,2,19,2,3,2,2,1,0,1,1,0,1,4,4,4,4,0,1,3,1,1,1,2,2,2,2,2,2,2,2,3,2,1,1,2,2,1,1,2,2,2,2,3,1,1,1
0.905775369,1,34,2,4,1,2,1,0,1,1,0,0,4,4,4,4,1,4,3,0,1,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1
2.596066208,1,16,2,2,2,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,1,2,1
2.812345538,2,50,2,1,2,1,1,0,1,0,1,0,4,4,4,4,0,2,3,0,2,2,2,2,2,2,2,2,2,1,2,1,4,1,2,2,2,1,2,2,2,2,3,0,2,2
1.396553716,2,56,2,2,1,1,1,0,1,1,1,0,1,1,4,2,0,4,3,1,1,2,2,1,2,1,1,2,2,1,5,3,4,1,2,2,2,2,1,1,2,1,5,0,1,2
0.183241411,1,74,2,5,2,2,0,0,0,0,0,0,4,4,4,4,0,2,2,0,2,2,2,2,2,2,2,2,2,2,5,1,6,2,2,1,2,1,2,2,2,2,1,0,1,2
0.602978877,1,48,2,4,2,2,1,0,1,0,1,0,4,4,4,4,0,4,3,0,1,2,2,2,2,2,1,2,2,2,4,1,1,2,2,2,2,2,2,2,2,2,4,0,1,2
1.038506968,1,55,2,2,1,2,0,0,0,0,1,0,4,4,4,3,0,4,3,0,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,4,0,2,2
1.067814379,2,31,1,5,2,1,1,0,1,0,1,1,2,1,4,4,0,2,3,1,2,1,2,2,2,2,1,1,2,1,4,1,1,1,2,2,1,1,1,1,2,2,4,1,1,1
0.509059457,2,39,2,3,2,1,1,0,1,0,1,0,4,4,4,4,0,1,1,1,1,2,2,2,2,2,1,2,2,1,4,1,2,1,2,1,2,1,2,2,2,2,3,0,1,2
0.290029866,1,62,1,1,2,1,0,0,0,0,0,0,4,2,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,4,0,1,2
1.211790722,1,50,2,3,2,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,5,1,4,2,2,2,2,2,2,2,2,2,4,0,1,2
0.904457693,2,39,2,1,1,1,1,0,1,1,1,1,2,1,4,2,0,2,3,1,1,1,2,2,2,2,1,2,2,1,2,1,4,2,2,2,2,1,1,1,2,1,4,1,1,1
0.862270331,2,61,2,5,2,1,0,0,0,0,1,0,2,4,4,2,0,4,3,0,2,2,2,2,2,2,2,2,2,1,3,1,4,2,2,2,2,2,1,2,2,1,4,0,1,2
0.435718603,2,62,1,3,1,1,1,0,1,0,1,1,2,1,4,2,0,4,3,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,0,1,2
0.314804664,2,74,1,1,1,1,0,0,0,0,0,0,4,3,3,4,0,2,3,0,2,2,2,2,2,2,2,2,2,2,8,,5,1,2,2,2,1,2,1,1,2,3,0,2,2
0.218391713,2,63,1,5,1,2,0,0,0,0,0,1,4,4,4,4,0,2,3,0,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1
1.686265731,1,54,2,5,2,2,1,0,1,0,1,1,4,1,4,4,0,2,3,1,2,1,2,2,2,1,2,2,2,2,7,,5,2,2,2,2,1,2,1,2,2,4,0,1,2
0.752963032,2,48,2,3,1,1,1,0,1,1,0,1,4,1,4,4,0,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,4,2,2,1,2,1,2,1,2,2,4,1,1,1
0.573013243,2,72,1,2,2,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,0,2,2
0.832954263,1,33,1,2,2,2,1,0,1,0,0,0,4,4,4,4,0,2,3,0,2,2,2,2,2,2,2,2,2,2,8,,1,2,2,2,2,1,2,2,2,2,5,0,1,2
0.877379424,1,35,2,3,1,1,1,0,1,1,1,1,4,4,4,4,0,4,1,1,1,1,2,2,2,2,2,1,2,1,2,1,4,1,1,1,2,2,2,2,2,2,4,0,1,2
0.615701693,1,35,2,3,1,1,1,0,1,1,0,0,4,4,4,4,0,2,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,5,0,1,2
0.183241411,1,65,2,2,2,1,1,0,1,0,1,0,4,4,4,4,0,4,2,0,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,4,0,1,2
0.895304738,1,26,2,4,2,1,1,0,1,1,0,1,4,4,4,4,0,4,3,0,1,1,2,2,2,2,2,2,2,2,4,1,1,2,2,2,2,2,2,2,2,2,4,1,1,1
1.717939353,1,40,2,2,2,1,1,0,1,1,1,0,4,4,4,4,0,2,3,0,1,2,2,2,2,2,2,1,2,1,5,1,1,2,2,2,2,1,2,2,2,2,5,1,1,1
0.759080513,1,33,2,3,1,1,1,0,1,1,1,1,4,4,4,2,1,4,1,1,1,1,1,2,2,1,1,1,1,1,5,1,2,1,1,1,1,2,2,2,2,1,5,1,1,1
1.573865479,2,69,2,3,1,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,1,4,1,4,2,2,2,2,2,2,2,2,2,6,0,1,2
3.115103982,2,20,2,2,1,2,1,0,1,0,0,0,4,4,4,4,0,4,3,0,1,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,6,1,1,2
0.628883567,2,81,2,1,2,1,1,0,1,0,0,0,4,4,4,4,0,4,2,0,2,2,2,2,2,2,2,2,2,2,9,,1,2,2,1,2,2,2,2,2,2,7,0,2,2
0.7202306,1,42,2,3,1,2,1,0,1,0,1,0,4,4,1,4,0,2,3,1,1,2,2,2,2,1,1,2,2,1,7,,1,2,2,2,2,1,2,2,1,2,4,0,1,2
0.3957372,1,37,2,5,2,1,1,0,1,0,1,0,4,4,4,4,0,4,3,0,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,4,1,1,1
0.78509569,1,25,2,4,2,2,1,0,1,1,0,1,4,4,4,2,0,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,4,1,1,1
1.013163396,2,38,1,3,1,2,0,0,0,0,1,0,2,4,4,4,0,3,3,0,2,2,2,1,1,2,2,2,2,1,7,,1,2,2,2,2,1,1,2,2,2,4,0,1,2
1.19914168,1,25,2,3,1,2,1,0,1,1,0,1,1,4,4,4,1,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,1,1
1.643081175,1,39,2,2,1,1,1,0,1,0,1,0,4,4,4,2,0,4,3,0,2,2,2,2,2,1,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
0.56654165,2,39,2,5,2,2,1,0,1,0,1,0,4,4,4,4,0,4,3,0,1,2,2,2,2,2,1,2,2,1,4,1,1,2,2,2,2,2,2,2,2,2,4,1,1,1
1.469890565,1,30,2,4,2,1,1,0,1,1,0,1,4,1,4,4,0,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,3,1,1,2
0.548523405,2,70,1,4,1,1,1,0,1,1,1,0,4,4,4,4,0,4,1,1,1,2,2,2,2,2,1,2,2,2,2,2,4,2,2,1,2,2,2,2,2,2,4,0,1,2
0.559504261,1,63,1,2,1,1,1,0,1,0,1,1,4,4,4,4,0,4,3,0,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,4,0,2,2
2.530382311,2,53,1,3,1,2,1,0,1,1,1,1,4,4,4,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,3,1,2,1,2,2,1,2,2,2,1,3,0,1,2
0.896287005,1,30,2,4,1,2,1,0,1,1,1,0,4,1,4,4,0,4,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,5,0,1,2
0.210378508,1,71,1,1,2,1,1,0,1,0,0,1,4,2,4,4,0,2,3,0,2,1,2,2,2,2,2,2,2,2,8,,4,2,2,2,2,1,2,1,2,2,3,0,2,2
0.546558662,1,32,2,4,1,1,1,0,1,1,1,1,1,4,4,4,0,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,2,2,2,4,0,1,2
0.183241411,2,75,2,2,2,2,0,0,0,0,0,0,4,4,3,4,0,2,3,0,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,1,2,2,1,2,1,0,2,2
2.03354429,2,33,2,5,1,2,1,0,1,1,1,0,1,4,4,4,1,4,1,1,1,2,2,1,2,2,1,2,2,2,3,3,2,2,1,1,2,2,1,2,2,2,4,1,1,1
1.573865479,2,66,1,2,1,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,2,2,2,2,2,2,2,6,1,3,2,2,2,2,2,2,2,2,2,3,0,1,2
0.500787591,1,68,1,1,2,2,1,0,1,0,0,0,4,4,4,4,0,2,3,0,2,2,2,2,2,2,2,2,2,2,5,1,5,2,2,2,2,1,2,2,2,2,1,0,1,2
