"year","economy","economycode","regionwb","pop_adult","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity","account_fin","account_mob","account","dig_account","borrowed","saved","receive_wages","receive_transfers","receive_pensions","receive_agriculture","merchantpay_dig","pay_utilities","domestic_remittances","anydigpayment","fin2","fin3","fin4","fin5","fin6","fin8","fin9a","fin9b","fin10","fin17a","fin17c","fin18","fin19","fin20","fin22a","fin22b","fin22d","fin22e","fin22f","fin23","fin24","fin24a","fin24b","fin24c","fin25e1","fin25e2","fin25e4","fin26a","fin26b","fh1","fh2","fh2a","fin30","fin32","fin37","fin38","fin42","fin45","internet_use","con1","con9","con11","con12","con14","con17","con18","con20","con21","con23","con24","con25"
2024,"Sri Lanka","LKA","South Asia",17109247,157597230,1.01316339629059,2,38,1,3,1,2,0,0,0,0,1,0,2,4,4,4,0,3,3,0,2,2,1,4,4,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,7,1,1,2,2,2,4,2,2,2,2,2,1,1,2,2,2,4,0,1,2,1,1,1,1,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,161135535,1.19914167995523,1,25,2,3,1,2,1,0,1,1,0,1,1,4,4,4,1,4,3,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,1,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1
2024,"Sri Lanka","LKA","South Asia",17109247,176037189,1.64308117505477,1,39,2,2,1,1,1,0,1,0,1,0,4,4,4,2,0,4,3,0,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,5,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,178959687,0.56654164971792,2,39,2,5,2,2,1,0,1,0,1,0,4,4,4,4,0,4,3,0,1,2,1,4,4,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,4,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,151768970,1.46989056473335,1,30,2,4,2,1,1,0,1,1,0,1,4,1,4,4,0,4,3,1,2,1,2,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,1,2,2,2,2,2,1,2,2,3,1,1,2,2,1,1,1,2,2,2,2,2,1
2024,"Sri Lanka","LKA","South Asia",17109247,147939860,0.548523405020357,2,70,1,4,1,1,1,0,1,1,1,0,4,4,4,4,0,4,1,1,1,1,2,3,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,1,2,2,2,1,2,2,2,2,2,2,4,0,1,2,2,1,1,1,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,156371201,0.559504260579148,1,63,1,2,1,1,1,0,1,0,1,1,4,4,4,4,0,4,3,0,2,2,2,3,3,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,4,0,2,2,2,1,2,1,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,123863687,2.53038231143859,2,53,1,3,1,2,1,0,1,1,1,1,4,4,4,2,1,2,1,1,1,1,2,4,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,3,1,2,2,1,4,2,2,1,2,2,1,2,2,2,1,3,0,1,1,1,1,1,2,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,177227783,0.896287005197592,1,30,2,4,1,2,1,0,1,1,1,0,4,1,4,4,0,4,2,1,1,1,1,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,2,1,1,2,2,1,2,2,5,0,1,1,1,1,1,1,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,145964154,0.210378507930567,1,71,1,1,2,1,1,0,1,0,0,1,4,2,4,4,0,2,3,0,2,2,1,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,4,2,2,2,4,2,2,2,2,2,1,2,1,2,2,3,0,2,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,160945793,0.546558662184982,1,32,2,4,1,1,1,0,1,1,1,1,1,4,4,4,0,4,3,1,1,1,1,2,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,1,2,2,2,4,0,1,1,1,1,1,1,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,148960515,0.183241410734857,2,75,2,2,2,2,0,0,0,0,0,0,4,4,3,4,0,2,3,0,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,2,4,2,2,2,2,2,1,2,2,1,2,1,0,2,2,1,1,2,3,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,130794323,2.03354428977794,2,33,2,5,1,2,1,0,1,1,1,0,1,4,4,4,1,4,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,3,3,2,2,1,1,4,1,1,1,1,2,2,1,2,2,2,4,1,1,2,1,1,1,2,1,2,2,2,1,1
2024,"Sri Lanka","LKA","South Asia",17109247,175793733,1.5738654793011,2,66,1,2,1,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,3,0,1,2,2,4,2,1,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,188322388,0.500787591042166,1,68,1,1,2,2,1,0,1,0,0,0,4,4,4,4,0,2,3,0,2,2,2,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,5,2,2,2,4,2,2,2,2,2,1,2,2,2,2,1,0,1,2,1,1,2,2,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,126138406,2.9896288543494,1,52,1,3,1,1,1,0,1,0,1,0,4,4,4,2,0,2,3,0,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,1,1,2,2,2,4,2,2,2,2,2,1,2,2,2,1,3,0,2,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,190284379,3.07521248091014,1,24,1,2,1,1,1,0,1,0,1,0,2,4,4,4,0,4,3,0,2,2,2,4,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,3,2,2,2,4,2,2,2,2,2,2,1,2,2,2,7,0,1,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,182955031,1.24911381664114,2,22,2,4,2,1,1,0,1,1,0,0,4,4,4,4,1,4,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,1,1,4,1,2,1,2,2,2,2,2,2,2,5,1,1,1,1,1,1,2,1,2,2,2,1,1
2024,"Sri Lanka","LKA","South Asia",17109247,186604726,1.92534721976229,2,47,1,2,1,1,1,0,1,0,1,0,2,1,4,4,0,1,2,1,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,1,2,1,2,4,2,2,1,2,2,1,1,1,2,2,3,0,1,2,1,2,2,2,2,1,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,169678213,0.970236138439721,1,25,2,2,2,1,1,0,1,1,0,1,1,4,4,4,0,1,3,1,1,1,2,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,4,1,1,1,1,1,1,1,1,2,2,2,1,1
2024,"Sri Lanka","LKA","South Asia",17109247,184169513,1.37588073356225,2,50,2,3,1,1,1,0,1,0,1,0,4,4,4,4,0,2,3,0,1,2,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,4,2,2,2,2,2,1,2,2,2,2,4,1,1,1,1,1,2,2,2,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,129437094,0.392986035353388,2,15,2,4,2,2,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,8,1,1,1,2,1,1,2,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,167937032,1.76361834529392,1,67,1,1,2,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,1,2,2,4,2,2,2,2,2,2,2,2,2,2,3,0,2,2,1,1,2,2,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,163876545,1.5602653803473,1,28,1,1,2,2,0,0,0,0,0,0,4,2,4,4,0,2,3,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,5,1,2,2,4,2,2,2,2,1,1,2,1,2,2,4,0,1,2,1,1,2,3,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,170712334,0.918603542402859,1,15,2,1,2,2,0,0,0,0,0,0,4,4,4,4,0,2,3,0,2,2,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,2,1,2,2,4,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,143065857,0.183241410734857,2,66,1,4,1,1,0,0,0,0,0,0,2,4,4,4,0,2,3,0,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,5,1,2,2,4,2,2,2,2,2,1,1,2,2,2,7,0,2,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,116043989,2.52118460384359,1,27,2,1,2,1,1,0,1,1,1,1,4,1,4,4,1,2,3,1,1,1,2,3,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,4,2,2,2,2,1,1,2,1,2,2,5,0,1,1,1,1,1,2,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,115764893,0.351010347498462,2,21,2,4,1,1,1,1,1,1,1,1,4,4,4,1,1,4,3,1,1,1,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,4,2,1,1,4,1,1,2,2,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,121660818,0.379973662047096,1,30,2,3,2,2,1,0,1,0,0,1,4,4,4,4,0,3,3,0,2,2,2,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,4,1,1,1,1,1,1,2,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,195333437,1.36786871589133,1,48,2,2,2,1,1,0,1,0,1,0,4,4,4,4,0,4,3,0,2,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,7,1,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,0,1,2,1,2,1,1,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,207333496,0.280030870663153,1,69,2,5,2,2,0,0,0,0,1,0,4,4,4,4,0,1,3,0,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,3,0,1,2,2,1,2,1,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,199029752,0.772018692189157,1,28,2,3,2,2,1,0,1,1,1,1,4,4,4,4,0,2,2,0,1,1,2,3,3,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,5,1,1,2,2,2,4,2,2,2,1,1,1,2,2,2,2,4,0,1,1,2,1,1,3,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,206301224,1.69398907171012,2,18,2,5,2,1,0,0,0,0,1,0,4,3,4,4,0,4,2,0,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,1,2,2,4,2,2,1,1,2,2,2,1,2,2,5,1,1,1,2,1,1,1,1,2,1,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,151501732,0.183241410734857,1,62,1,1,2,2,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,3,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,5,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,0,1,2,1,1,1,8,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,199278204,0.420209667174697,2,67,2,3,2,2,1,0,1,0,0,1,4,4,4,2,0,1,3,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,0,1,2,1,1,2,1,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,120565256,0.657298383353279,1,37,2,1,1,1,1,0,1,0,1,0,4,4,4,4,0,2,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,2,2,1,2,2,2,2,1,2,2,2,2,4,0,1,1,1,3,2,3,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,126854148,1.3475608171532,1,25,2,5,1,2,1,0,1,1,1,1,1,4,4,4,1,4,3,1,1,1,1,3,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,4,1,1,2,2,2,2,1,2,2,2,7,1,1,1,1,1,1,1,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,117489479,1.67277967540606,2,40,1,2,1,2,1,0,1,0,1,0,4,4,4,4,0,2,3,0,2,2,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,4,2,2,2,4,2,2,2,2,2,1,2,2,2,2,4,0,1,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,164953372,0.56455912126556,1,35,2,5,2,2,1,0,1,1,0,1,4,3,4,4,0,4,3,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,1,1,2,2,2,2,2,1,2,2,4,1,1,1,2,1,1,1,1,2,2,2,1,1
2024,"Sri Lanka","LKA","South Asia",17109247,135060267,1.48143481654648,2,33,2,3,1,1,1,0,1,0,1,0,2,1,4,4,0,4,3,1,1,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,2,4,2,2,2,2,2,2,1,1,2,2,4,0,1,2,1,1,1,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,209705696,0.195612644289896,2,60,2,4,1,2,0,0,0,0,1,0,2,4,4,4,0,1,3,0,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,1,2,2,2,4,2,2,2,2,2,1,1,2,2,2,4,0,1,1,1,3,2,2,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,146803319,0.766004587195924,2,63,2,5,2,2,1,0,1,1,0,0,4,4,4,4,0,2,3,0,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,4,2,2,2,2,2,1,2,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,164590191,0.595963412704325,2,68,1,5,1,1,1,0,1,0,0,1,2,4,4,4,0,4,3,0,2,2,2,3,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,4,2,2,2,2,2,2,1,2,2,2,3,0,2,2,2,1,2,1,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,208042415,0.483878445556797,2,18,2,2,1,1,1,0,1,0,0,0,4,4,4,2,0,1,3,1,2,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,4,0,1,2,1,1,1,3,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,174532444,1.09292075891061,2,79,1,2,2,2,1,0,1,0,0,1,1,4,1,4,0,2,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,9,2,3,2,2,2,4,2,3,2,2,2,1,1,2,1,2,4,0,2,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,179426179,0.811330219142672,1,46,2,5,1,1,1,0,1,1,1,1,1,4,4,4,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,4,1,2,1,1,2,1,1,2,2,2,4,1,1,1,1,1,1,2,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,201202442,1.48670295584484,2,21,2,3,2,2,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1
2024,"Sri Lanka","LKA","South Asia",17109247,119030837,0.273230189727652,2,79,2,5,2,1,1,0,1,0,1,1,4,1,4,4,0,2,3,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,2,4,2,3,2,2,2,1,2,1,2,2,4,0,2,2,1,1,2,3,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,122315185,1.13780254306583,1,23,1,3,1,1,0,0,0,0,1,0,2,4,4,4,0,4,3,0,2,2,1,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,1,1,2,2,4,2,2,2,2,2,2,1,2,2,2,4,0,1,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,159694965,0.665040052220815,1,62,1,1,1,1,1,0,1,0,0,0,1,1,4,4,0,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,2,1,2,2,4,2,2,2,2,2,1,1,1,2,2,1,0,1,2,1,1,1,1,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,163598214,2.87783796232144,1,17,2,3,2,2,1,0,1,0,0,1,4,4,4,4,0,4,3,0,2,2,2,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,3,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,5,0,2,2,2,2,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,210179634,2.01985809579913,1,49,1,2,2,1,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,1,2,2,4,2,2,2,2,2,1,2,2,2,2,4,0,2,1,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,208520445,1.63641027499186,2,22,2,4,2,2,1,0,1,0,0,0,4,4,4,4,0,4,3,0,1,2,2,4,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,2,1,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,2,2,2,1
2024,"Sri Lanka","LKA","South Asia",17109247,150776341,0.562088577151659,1,54,2,4,1,1,1,0,1,1,1,0,4,4,4,4,0,2,3,0,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,4,2,2,2,2,2,1,2,2,2,2,6,0,1,1,1,1,1,2,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,193519177,0.765738603270699,1,30,2,3,2,1,1,0,1,1,0,1,4,4,4,4,0,4,3,0,2,1,2,2,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,6,0,1,2,1,1,1,1,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,147630479,1.17133147636441,2,61,1,1,1,1,1,0,1,0,1,0,4,1,4,4,0,1,3,1,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,7,1,1,2,2,2,4,2,2,2,2,2,1,2,1,2,2,4,0,1,2,1,1,2,2,8,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,120921034,1.79257401039518,1,26,2,4,1,1,1,1,1,1,1,1,1,1,4,2,1,4,3,1,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,4,1,2,2,2,1,2,1,1,2,1,5,0,1,2,1,1,1,2,1,1,1,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,190578989,0.416087982991322,1,63,1,2,2,1,1,0,1,0,0,0,4,1,4,4,0,4,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,5,1,2,2,6,2,2,2,2,2,2,2,1,2,2,3,0,2,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,176773299,2.2257505846957,2,25,3,5,1,2,1,0,1,1,1,1,1,4,4,4,1,4,3,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,4,2,1,1,4,1,2,2,2,2,2,1,2,2,2,5,1,1,1,1,1,1,1,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,197333032,1.00223591247409,1,41,2,5,1,2,1,0,1,1,1,0,1,4,4,4,1,4,3,1,1,1,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,4,2,1,2,2,2,2,1,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,179821935,0.554385063337895,1,43,2,1,2,2,1,0,1,0,1,0,4,3,4,4,0,4,3,0,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,4,1,1,1,2,2,4,2,2,2,2,2,2,2,1,2,2,4,1,2,1,1,1,1,2,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,199426679,1.22298190993348,1,38,1,3,2,1,0,0,0,0,0,0,4,4,4,2,0,4,3,0,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,4,2,2,2,2,2,2,2,2,2,1,4,0,1,2,2,4,2,2,1,1,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,155300559,0.660140012648161,2,44,2,4,1,2,1,0,1,1,1,0,2,4,4,4,0,2,3,0,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,4,2,2,2,2,2,1,1,2,2,2,4,1,1,2,1,1,2,2,2,2,2,2,2,1
2024,"Sri Lanka","LKA","South Asia",17109247,176367536,1.2980331037617,1,24,2,4,2,1,1,0,1,0,1,1,4,4,4,4,0,3,3,0,2,2,1,4,4,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,7,1,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,4,0,2,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,140993596,3.11510398249258,2,43,2,4,2,1,1,0,1,1,1,1,4,1,4,4,0,2,3,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,3,2,2,2,4,2,2,2,2,2,1,2,1,2,2,6,0,2,2,1,1,1,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,190318798,3.11510398249258,1,34,2,2,2,1,1,0,1,1,0,1,4,4,4,4,0,2,3,0,1,1,2,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,5,2,2,2,4,2,2,2,2,2,1,2,2,2,2,4,0,1,1,2,1,1,1,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,145244611,1.79257401039518,1,28,1,2,1,1,1,0,1,0,1,0,1,1,4,4,0,2,3,1,1,2,2,4,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,1,1,1,2,2,4,2,2,2,2,2,1,1,1,2,2,4,0,2,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,202355967,0.183241410734857,1,66,2,5,2,1,1,0,1,1,0,0,4,4,1,4,0,2,2,1,1,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,2,4,2,2,2,1,2,1,2,2,1,2,4,1,1,1,1,1,1,2,1,2,2,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,161005576,1.01430516946234,2,74,1,1,2,1,1,0,1,1,0,0,1,4,4,4,0,1,3,1,1,1,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,4,2,2,2,2,2,1,1,2,2,2,3,0,2,2,1,1,1,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,113891039,0.417365743067947,1,65,2,1,2,1,1,0,1,0,0,0,4,4,4,2,0,4,3,0,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,2,2,6,2,2,2,2,2,2,2,2,2,1,8,0,1,2,1,2,2,2,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,164710412,0.989956743037393,1,49,2,5,1,2,1,0,1,1,1,1,1,4,4,4,1,2,3,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,3,2,2,2,1,1,4,2,2,2,2,1,1,1,2,2,2,4,1,1,1,1,1,1,1,1,2,1,2,1,2
2024,"Sri Lanka","LKA","South Asia",17109247,133763999,0.501877796093071,2,76,2,4,1,1,1,0,1,1,1,1,1,4,4,2,0,4,3,1,1,1,1,2,5,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,4,1,2,2,2,2,2,1,2,2,1,1,0,1,2,1,1,1,2,1,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,122759394,1.82002471000866,1,38,2,3,2,1,1,0,1,1,0,0,4,4,4,4,0,4,1,1,1,1,2,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,4,1,2,2,4,2,2,1,2,2,2,2,2,2,2,4,0,1,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,152979217,1.2832187424996,2,56,1,2,2,1,0,0,0,0,1,0,2,4,4,4,0,4,3,0,2,2,2,3,4,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,1,2,2,2,4,0,1,2,1,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,122151648,0.751181386563248,1,68,1,1,2,1,1,0,1,0,0,0,4,4,4,4,0,4,3,0,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,1,2,2,2,2,2,2,2,2
2024,"Sri Lanka","LKA","South Asia",17109247,130804101,0.897293974051833,1,21,2,1,2,1,1,0,1,1,1,1,4,4,4,4,0,4,3,1,1,1,2,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,9,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,5,1,1,1,2,1,1,1,1,2,2,2,1,2
